EmployeeID,Name,Age,Gender,Location,Department,Designation,YearsAtTCS,PerformanceRating,AI_Training_Level,SkillsMatch,OnsiteExperience,Certifications,CurrentProject,BillableDays,BenchDays,PreviousBenchInstances,UpSkilledLastYear,WillingToReskill,RedeploymentAttempts,LastPromotionYearsAgo,SalaryUSD,ManagerFeedbackScore,LayoffFlag,LayoffReason,DateOfRecord
TCS05524,Employee_5524,58,Female,India,IT,Lead,10.2,Medium,Advanced,Mismatch,No,2,Yes,217,37,0,Yes,Yes,0,4,21449,3.14,1,Skills Mismatch,2025-07-30
TCS05525,Employee_5525,42,Male,Australia,Sales,Lead,7.4,Medium,Basic,Mismatch,Yes,7,No,253,1,1,Yes,Yes,1,2,20979,3.24,0,N/A,2025-07-30
TCS05526,Employee_5526,42,Female,India,HR,Junior,11.0,Low,Basic,Match,Yes,1,Yes,237,19,1,Yes,Yes,1,0,24582,4.56,0,N/A,2025-07-30
TCS05527,Employee_5527,56,Male,India,HR,Lead,4.9,Medium,Basic,Match,No,0,Yes,254,4,1,Yes,No,2,2,12657,4.53,0,N/A,2025-07-30
TCS05528,Employee_5528,54,Male,India,IT,Junior,12.9,High,None,Mismatch,No,5,No,255,0,2,No,Yes,0,2,44410,4.75,0,N/A,2025-07-30
TCS05529,Employee_5529,27,Female,India,Consulting,Mid,5.0,Medium,Basic,Match,Yes,0,Yes,236,17,0,No,Yes,0,4,30189,4.31,0,N/A,2025-07-30
TCS05530,Employee_5530,26,Male,India,Sales,Mid,7.6,Medium,Advanced,Match,No,3,Yes,255,4,1,Yes,Yes,0,3,39145,4.86,0,N/A,2025-07-30
TCS05531,Employee_5531,50,Male,India,IT,Mid,7.4,Medium,Basic,Match,No,7,Yes,245,15,0,No,Yes,1,1,10000,2.75,0,N/A,2025-07-30
TCS05532,Employee_5532,42,Female,India,Sales,Junior,2.2,Medium,None,Mismatch,No,4,Yes,243,11,1,Yes,No,1,2,34075,3.52,0,N/A,2025-07-30
TCS05533,Employee_5533,24,Male,Canada,IT,Mid,6.3,Medium,Basic,Match,Yes,6,Yes,236,20,0,Yes,No,1,2,29353,3.18,0,N/A,2025-07-30
TCS05534,Employee_5534,33,Male,UK,IT,Senior,12.4,Medium,Basic,Match,No,3,No,244,16,0,No,Yes,2,3,24692,2.93,0,N/A,2025-07-30
TCS05535,Employee_5535,32,Male,India,IT,Manager,5.2,Medium,Basic,Match,Yes,4,Yes,236,22,0,Yes,Yes,2,1,15959,4.3,0,N/A,2025-07-30
TCS05536,Employee_5536,34,Male,USA,Finance,Junior,3.1,Medium,Advanced,Match,Yes,0,Yes,247,9,3,No,Yes,4,0,20788,4.19,0,N/A,2025-07-30
TCS05537,Employee_5537,34,Male,USA,Finance,Lead,9.3,Medium,Basic,Match,Yes,5,Yes,243,8,0,Yes,Yes,0,1,19155,2.03,0,N/A,2025-07-30
TCS05538,Employee_5538,35,Male,India,HR,Senior,5.9,High,None,Match,No,7,Yes,251,0,3,No,Yes,2,4,17250,4.19,0,N/A,2025-07-30
TCS05539,Employee_5539,36,Male,USA,IT,Junior,8.8,High,None,Match,Yes,3,Yes,245,8,0,Yes,Yes,1,3,23049,2.08,0,N/A,2025-07-30
TCS05540,Employee_5540,46,Female,Canada,HR,Junior,5.6,Medium,Basic,Match,No,1,Yes,253,6,0,Yes,No,1,2,18857,3.64,0,N/A,2025-07-30
TCS05541,Employee_5541,43,Male,UK,Finance,Junior,4.6,High,None,Mismatch,Yes,3,Yes,249,8,0,Yes,Yes,4,2,10000,4.05,0,N/A,2025-07-30
TCS05542,Employee_5542,37,Female,India,IT,Mid,1.2,Medium,Basic,Mismatch,No,4,Yes,226,28,1,Yes,Yes,1,1,31715,4.5,1,Redeployment Failure,2025-07-30
TCS05543,Employee_5543,30,Female,India,HR,Mid,1.7,Medium,Basic,Mismatch,Yes,1,Yes,240,14,0,No,No,2,2,22076,2.67,0,N/A,2025-07-30
TCS05544,Employee_5544,34,Male,India,HR,Mid,6.9,Medium,Basic,Mismatch,Yes,5,No,254,0,1,No,Yes,1,1,28444,2.11,0,N/A,2025-07-30
TCS05545,Employee_5545,30,Female,India,IT,Mid,2.8,Medium,None,Match,Yes,0,Yes,224,34,2,Yes,No,2,1,17480,4.19,0,N/A,2025-07-30
TCS05546,Employee_5546,40,Male,India,Sales,Senior,2.8,High,Basic,Match,Yes,0,No,250,4,1,No,Yes,0,2,49387,2.75,0,N/A,2025-07-30
TCS05547,Employee_5547,40,Female,India,Consulting,Senior,7.5,Medium,None,Match,No,7,No,244,15,1,No,Yes,1,3,20574,3.77,0,N/A,2025-07-30
TCS05548,Employee_5548,33,Male,India,Finance,Mid,8.4,Medium,Basic,Match,No,5,No,228,23,0,No,No,1,1,20948,4.89,0,N/A,2025-07-30
TCS05549,Employee_5549,31,Male,India,Sales,Mid,1.9,Medium,Basic,Match,No,3,Yes,250,6,2,Yes,Yes,1,4,34469,2.48,0,N/A,2025-07-30
TCS05550,Employee_5550,34,Male,India,HR,Junior,4.6,High,Advanced,Match,No,0,Yes,251,8,1,Yes,Yes,0,1,19516,2.27,0,N/A,2025-07-30
TCS05551,Employee_5551,25,Male,Australia,HR,Mid,3.8,Medium,Basic,Match,No,2,No,236,17,1,Yes,Yes,0,1,17227,3.96,0,N/A,2025-07-30
TCS05552,Employee_5552,22,Female,India,Finance,Junior,10.4,Medium,Basic,Match,No,0,Yes,229,28,2,Yes,Yes,0,2,19256,3.64,0,N/A,2025-07-30
TCS05553,Employee_5553,36,Male,India,Finance,Mid,7.3,Low,None,Mismatch,No,0,Yes,253,7,1,Yes,Yes,1,2,17407,3.63,0,N/A,2025-07-30
TCS05554,Employee_5554,23,Male,India,Sales,Mid,7.1,High,Basic,Match,No,1,Yes,240,12,1,No,Yes,1,3,34837,4.67,0,N/A,2025-07-30
TCS05555,Employee_5555,29,Male,USA,Finance,Manager,8.7,Low,None,Match,Yes,6,Yes,246,7,2,No,Yes,0,1,15174,4.65,0,N/A,2025-07-30
TCS05556,Employee_5556,22,Male,USA,Legal,Mid,1.9,Low,None,Match,No,7,Yes,248,4,1,Yes,Yes,2,2,26212,4.53,0,N/A,2025-07-30
TCS05557,Employee_5557,50,Female,Australia,Finance,Mid,4.6,High,None,Match,No,7,Yes,255,0,1,Yes,Yes,0,0,24717,4.94,0,N/A,2025-07-30
TCS05558,Employee_5558,44,Male,India,IT,Mid,0.5,High,Basic,Match,Yes,4,Yes,252,0,0,Yes,Yes,1,2,11334,3.09,0,N/A,2025-07-30
TCS05559,Employee_5559,38,Male,Canada,IT,Junior,6.3,Medium,None,Match,Yes,1,No,252,5,0,No,No,1,2,10000,4.39,0,N/A,2025-07-30
TCS05560,Employee_5560,34,Female,Germany,Sales,Junior,5.2,Medium,Advanced,Match,No,7,Yes,228,29,1,Yes,Yes,0,2,19481,2.49,0,N/A,2025-07-30
TCS05561,Employee_5561,36,Male,India,IT,Mid,2.4,Medium,None,Match,Yes,2,Yes,241,11,0,No,Yes,2,2,17753,2.74,0,N/A,2025-07-30
TCS05562,Employee_5562,29,Male,Australia,HR,Junior,3.0,Medium,None,Match,No,4,Yes,255,0,0,Yes,Yes,2,1,11584,4.35,0,N/A,2025-07-30
TCS05563,Employee_5563,53,Male,India,IT,Mid,6.9,High,Basic,Match,No,6,Yes,249,3,1,Yes,Yes,3,0,24614,3.03,0,N/A,2025-07-30
TCS05564,Employee_5564,28,Male,India,Sales,Junior,8.8,Medium,Basic,Match,No,7,Yes,232,23,1,Yes,Yes,0,2,25635,2.64,0,N/A,2025-07-30
TCS05565,Employee_5565,34,Female,UK,IT,Lead,5.4,Medium,Basic,Match,Yes,6,Yes,243,17,1,No,Yes,1,0,19040,4.35,0,N/A,2025-07-30
TCS05566,Employee_5566,36,Male,Germany,IT,Senior,10.0,Low,Basic,Mismatch,No,0,Yes,246,10,0,Yes,Yes,0,1,25898,3.57,0,N/A,2025-07-30
TCS05567,Employee_5567,39,Male,India,Sales,Junior,4.8,Medium,Basic,Mismatch,Yes,3,No,232,23,0,Yes,No,0,3,19397,3.31,0,N/A,2025-07-30
TCS05568,Employee_5568,38,Male,USA,HR,Junior,4.4,Medium,Basic,Match,No,3,Yes,251,0,2,No,Yes,0,1,42479,2.08,0,N/A,2025-07-30
TCS05569,Employee_5569,38,Male,Germany,IT,Junior,8.3,High,Advanced,Mismatch,Yes,6,Yes,255,0,1,Yes,Yes,3,0,22289,4.68,0,N/A,2025-07-30
TCS05570,Employee_5570,25,Female,India,IT,Mid,6.1,Low,None,Match,No,1,Yes,240,20,0,Yes,Yes,0,1,30323,4.4,0,N/A,2025-07-30
TCS05571,Employee_5571,56,Male,India,IT,Mid,5.8,High,None,Match,No,3,No,250,1,0,No,No,0,0,15324,3.01,0,N/A,2025-07-30
TCS05572,Employee_5572,35,Male,USA,IT,Junior,7.6,Medium,None,Match,Yes,6,Yes,250,6,2,Yes,Yes,1,3,29763,2.75,0,N/A,2025-07-30
TCS05573,Employee_5573,36,Male,USA,Finance,Senior,9.6,High,None,Match,Yes,2,No,249,11,0,No,No,0,3,19468,2.12,0,N/A,2025-07-30
TCS05574,Employee_5574,43,Female,India,IT,Junior,6.7,High,Basic,Match,Yes,3,No,248,6,1,No,No,0,1,41176,3.33,0,N/A,2025-07-30
TCS05575,Employee_5575,51,Male,Germany,HR,Lead,6.8,High,None,Mismatch,No,6,Yes,235,24,0,Yes,Yes,5,2,38894,3.28,0,N/A,2025-07-30
TCS05576,Employee_5576,49,Male,India,IT,Mid,9.1,Low,Basic,Match,No,2,Yes,236,24,1,Yes,Yes,3,1,21070,3.56,0,N/A,2025-07-30
TCS05577,Employee_5577,50,Female,India,Legal,Lead,5.1,Medium,Basic,Match,Yes,3,Yes,233,20,2,Yes,Yes,0,1,10000,3.5,0,N/A,2025-07-30
TCS05578,Employee_5578,49,Male,UK,Sales,Mid,6.0,High,Basic,Match,Yes,4,Yes,231,21,0,Yes,Yes,0,0,28757,2.96,0,N/A,2025-07-30
TCS05579,Employee_5579,23,Female,India,IT,Mid,5.4,High,Basic,Match,Yes,0,Yes,257,0,1,No,Yes,0,0,30605,3.21,0,N/A,2025-07-30
TCS05580,Employee_5580,52,Male,India,Legal,Senior,7.1,Medium,None,Match,No,5,Yes,260,0,1,Yes,Yes,1,2,22736,2.73,0,N/A,2025-07-30
TCS05581,Employee_5581,30,Male,India,Sales,Junior,0.5,High,Basic,Match,No,2,Yes,234,18,0,Yes,No,1,2,18560,3.21,0,N/A,2025-07-30
TCS05582,Employee_5582,45,Male,USA,IT,Mid,8.4,Medium,None,Match,No,6,Yes,248,3,0,Yes,Yes,0,0,23506,4.64,0,N/A,2025-07-30
TCS05583,Employee_5583,56,Female,India,IT,Junior,7.0,Medium,Basic,Match,Yes,7,Yes,253,7,1,No,Yes,1,0,29655,4.15,0,N/A,2025-07-30
TCS05584,Employee_5584,37,Female,India,HR,Senior,5.6,High,None,Match,No,4,No,244,16,0,Yes,Yes,0,2,36997,2.89,0,N/A,2025-07-30
TCS05585,Employee_5585,49,Male,Canada,IT,Lead,5.1,Medium,Basic,Mismatch,No,1,Yes,237,23,2,Yes,Yes,2,1,22021,3.12,0,N/A,2025-07-30
TCS05586,Employee_5586,45,Female,USA,IT,Mid,10.8,Medium,None,Match,Yes,1,Yes,244,16,0,Yes,Yes,1,1,41369,3.64,0,N/A,2025-07-30
TCS05587,Employee_5587,53,Male,India,IT,Junior,10.7,Medium,Basic,Match,No,1,Yes,256,0,1,No,Yes,1,2,15145,4.8,0,N/A,2025-07-30
TCS05588,Employee_5588,40,Female,India,IT,Mid,11.5,High,Basic,Match,No,2,No,256,0,1,Yes,Yes,1,3,48970,4.58,0,N/A,2025-07-30
TCS05589,Employee_5589,31,Female,India,HR,Mid,10.4,Medium,Basic,Match,No,5,Yes,244,15,1,Yes,Yes,2,2,10000,2.29,0,N/A,2025-07-30
TCS05590,Employee_5590,31,Female,UK,IT,Mid,6.2,High,None,Match,No,1,Yes,232,20,1,Yes,Yes,0,2,20086,2.21,0,N/A,2025-07-30
TCS05591,Employee_5591,26,Male,India,IT,Senior,7.8,Medium,Basic,Match,Yes,7,Yes,233,24,0,No,Yes,1,3,30438,3.14,0,N/A,2025-07-30
TCS05592,Employee_5592,52,Male,India,Consulting,Mid,7.8,High,Basic,Match,Yes,4,No,257,0,3,No,No,0,1,36005,2.85,0,N/A,2025-07-30
TCS05593,Employee_5593,51,Male,USA,HR,Mid,7.1,Medium,None,Match,No,3,No,236,21,1,No,No,0,3,18787,3.65,0,N/A,2025-07-30
TCS05594,Employee_5594,57,Male,Australia,Consulting,Junior,3.2,Medium,Basic,Match,Yes,1,Yes,254,6,2,No,No,1,2,35197,3.97,0,N/A,2025-07-30
TCS05595,Employee_5595,49,Male,India,IT,Senior,7.2,Medium,Basic,Match,No,1,Yes,260,0,0,Yes,Yes,2,1,29909,4.95,0,N/A,2025-07-30
TCS05596,Employee_5596,22,Male,Canada,Legal,Lead,4.6,High,Basic,Match,No,7,Yes,243,17,4,No,Yes,0,1,24983,4.01,0,N/A,2025-07-30
TCS05597,Employee_5597,45,Male,India,Sales,Mid,11.0,Medium,Basic,Mismatch,No,2,Yes,246,10,1,Yes,Yes,1,2,32252,2.49,0,N/A,2025-07-30
TCS05598,Employee_5598,37,Female,USA,Sales,Manager,4.1,High,None,Match,Yes,5,Yes,249,11,3,Yes,Yes,1,1,11110,3.85,0,N/A,2025-07-30
TCS05599,Employee_5599,53,Female,India,Consulting,Junior,8.3,Medium,None,Match,No,6,Yes,258,0,2,Yes,Yes,1,0,37686,2.84,0,N/A,2025-07-30
TCS05600,Employee_5600,28,Male,USA,Consulting,Junior,2.2,Medium,None,Match,No,0,Yes,245,11,0,Yes,No,2,2,21114,4.35,0,N/A,2025-07-30
TCS05601,Employee_5601,42,Male,India,Sales,Mid,7.3,High,Basic,Match,No,6,Yes,254,0,2,Yes,Yes,2,3,22813,3.99,0,N/A,2025-07-30
TCS05602,Employee_5602,35,Male,India,Finance,Mid,3.8,Medium,None,Match,Yes,0,Yes,243,17,0,Yes,Yes,1,1,23496,3.0,0,N/A,2025-07-30
TCS05603,Employee_5603,23,Female,Australia,IT,Senior,5.4,Medium,Basic,Match,No,6,Yes,242,15,0,No,No,1,1,36797,2.09,0,N/A,2025-07-30
TCS05604,Employee_5604,30,Female,UK,IT,Lead,9.6,High,Advanced,Mismatch,No,7,Yes,251,0,0,Yes,Yes,0,1,29892,3.0,0,N/A,2025-07-30
TCS05605,Employee_5605,22,Male,India,IT,Junior,8.7,Medium,Basic,Match,No,0,Yes,242,16,3,No,No,0,2,27955,2.44,0,N/A,2025-07-30
TCS05606,Employee_5606,52,Male,India,IT,Mid,8.7,Medium,Advanced,Match,Yes,5,Yes,230,23,1,No,No,2,2,23364,3.73,0,N/A,2025-07-30
TCS05607,Employee_5607,56,Male,USA,Legal,Mid,7.3,Medium,Basic,Match,No,7,No,246,7,0,No,No,2,2,24725,2.48,0,N/A,2025-07-30
TCS05608,Employee_5608,26,Male,India,Finance,Junior,4.2,Medium,Basic,Match,Yes,0,Yes,235,18,1,No,Yes,1,1,18043,2.84,0,N/A,2025-07-30
TCS05609,Employee_5609,38,Female,India,Finance,Junior,7.1,Medium,Basic,Match,Yes,4,Yes,240,16,2,Yes,No,1,1,32579,2.19,0,N/A,2025-07-30
TCS05610,Employee_5610,24,Male,UK,HR,Junior,0.9,High,Basic,Match,No,1,Yes,245,12,3,No,Yes,1,1,18359,3.78,0,N/A,2025-07-30
TCS05611,Employee_5611,24,Male,India,IT,Junior,8.3,High,Basic,Mismatch,No,6,No,252,5,1,Yes,Yes,1,2,32304,4.62,0,N/A,2025-07-30
TCS05612,Employee_5612,55,Female,USA,HR,Junior,4.5,Low,None,Match,No,5,Yes,252,0,0,Yes,Yes,1,2,13401,3.52,0,N/A,2025-07-30
TCS05613,Employee_5613,43,Female,India,IT,Lead,5.2,High,Basic,Match,No,0,Yes,253,1,1,Yes,Yes,1,3,25993,4.23,0,N/A,2025-07-30
TCS05614,Employee_5614,44,Male,India,HR,Lead,5.1,Medium,None,Match,Yes,3,Yes,254,5,3,Yes,No,0,1,23668,2.24,0,N/A,2025-07-30
TCS05615,Employee_5615,27,Male,India,IT,Senior,9.0,High,Basic,Match,Yes,4,No,251,3,3,No,Yes,0,3,35792,4.41,0,N/A,2025-07-30
TCS05616,Employee_5616,29,Male,USA,HR,Manager,6.3,Medium,None,Match,Yes,5,Yes,229,25,2,Yes,Yes,0,2,28031,2.54,0,N/A,2025-07-30
TCS05617,Employee_5617,28,Female,UK,Finance,Mid,4.5,High,Basic,Match,No,5,Yes,236,17,2,No,Yes,2,1,23425,4.8,0,N/A,2025-07-30
TCS05618,Employee_5618,25,Female,India,IT,Junior,1.5,High,None,Match,No,7,Yes,238,15,0,Yes,Yes,0,1,20536,4.85,0,N/A,2025-07-30
TCS05619,Employee_5619,23,Male,Germany,IT,Lead,9.7,Medium,Advanced,Match,No,2,Yes,245,10,1,No,Yes,2,3,36106,2.99,0,N/A,2025-07-30
TCS05620,Employee_5620,57,Female,USA,IT,Junior,7.8,Medium,Basic,Match,Yes,6,Yes,241,13,1,No,Yes,1,1,19914,4.3,0,N/A,2025-07-30
TCS05621,Employee_5621,53,Female,India,Finance,Junior,8.4,Medium,Advanced,Match,No,5,No,258,0,1,Yes,Yes,2,0,31437,5.0,0,N/A,2025-07-30
TCS05622,Employee_5622,56,Male,USA,IT,Senior,2.7,Low,Basic,Match,Yes,1,Yes,257,1,0,Yes,Yes,1,1,14951,2.44,0,N/A,2025-07-30
TCS05623,Employee_5623,26,Female,USA,IT,Junior,1.7,High,None,Match,Yes,5,Yes,234,17,1,Yes,Yes,0,1,27959,4.43,0,N/A,2025-07-30
TCS05624,Employee_5624,49,Male,India,Finance,Mid,4.2,High,Advanced,Mismatch,No,6,Yes,251,9,1,Yes,Yes,2,0,10000,4.49,0,N/A,2025-07-30
TCS05625,Employee_5625,32,Male,India,IT,Junior,3.1,Low,None,Match,No,7,No,246,7,0,No,Yes,2,2,16020,2.78,0,N/A,2025-07-30
TCS05626,Employee_5626,30,Female,India,Sales,Mid,3.7,Medium,None,Mismatch,No,5,Yes,253,7,1,Yes,Yes,1,1,22079,3.17,0,N/A,2025-07-30
TCS05627,Employee_5627,57,Male,Australia,IT,Senior,8.6,Medium,Basic,Match,No,7,Yes,236,16,1,No,Yes,1,3,12144,3.22,0,N/A,2025-07-30
TCS05628,Employee_5628,23,Male,Canada,Sales,Mid,0.5,Medium,None,Match,Yes,7,Yes,232,22,1,No,No,0,2,38572,4.13,1,Skills Mismatch,2025-07-30
TCS05629,Employee_5629,27,Male,India,HR,Junior,2.0,High,Advanced,Match,No,4,Yes,246,13,1,No,Yes,2,2,38936,2.24,0,N/A,2025-07-30
TCS05630,Employee_5630,43,Male,USA,HR,Junior,12.5,High,None,Match,No,4,Yes,239,18,2,No,Yes,0,2,41913,3.42,0,N/A,2025-07-30
TCS05631,Employee_5631,51,Other,Germany,Sales,Mid,6.5,Medium,None,Match,No,2,No,252,0,2,Yes,Yes,2,1,12861,3.98,0,N/A,2025-07-30
TCS05632,Employee_5632,26,Female,Germany,Consulting,Senior,3.9,High,Advanced,Match,No,4,Yes,239,13,2,No,Yes,1,1,30780,2.37,0,N/A,2025-07-30
TCS05633,Employee_5633,50,Male,India,Finance,Mid,2.9,Medium,Advanced,Mismatch,No,5,Yes,244,16,0,Yes,Yes,2,1,17604,3.37,0,N/A,2025-07-30
TCS05634,Employee_5634,27,Male,USA,IT,Senior,5.8,Medium,Basic,Mismatch,Yes,1,Yes,253,3,1,Yes,Yes,1,1,10000,3.42,0,N/A,2025-07-30
TCS05635,Employee_5635,22,Female,India,Finance,Senior,6.3,Medium,Basic,Match,No,0,Yes,239,13,0,No,Yes,1,2,27649,2.16,0,N/A,2025-07-30
TCS05636,Employee_5636,23,Female,India,IT,Mid,8.9,Medium,Basic,Mismatch,Yes,7,Yes,241,12,2,Yes,Yes,1,2,10000,4.78,0,N/A,2025-07-30
TCS05637,Employee_5637,59,Female,India,IT,Mid,3.3,Medium,Basic,Match,No,4,No,252,0,1,Yes,Yes,1,2,12270,2.98,0,N/A,2025-07-30
TCS05638,Employee_5638,25,Male,India,Sales,Mid,6.7,Medium,None,Match,No,1,Yes,249,8,2,Yes,No,0,4,10000,3.99,0,N/A,2025-07-30
TCS05639,Employee_5639,29,Male,India,Consulting,Senior,1.7,High,None,Match,No,2,No,252,0,2,Yes,Yes,2,2,17247,4.01,0,N/A,2025-07-30
TCS05640,Employee_5640,42,Male,India,IT,Mid,3.8,Medium,None,Match,No,5,No,254,0,1,Yes,Yes,1,1,34213,2.95,0,N/A,2025-07-30
TCS05641,Employee_5641,30,Male,USA,IT,Junior,1.3,High,Basic,Match,No,1,Yes,252,7,1,Yes,Yes,1,2,23257,3.29,0,N/A,2025-07-30
TCS05642,Employee_5642,59,Male,Germany,IT,Mid,4.4,Medium,Advanced,Match,Yes,5,Yes,242,9,1,Yes,No,1,2,20613,2.57,0,N/A,2025-07-30
TCS05643,Employee_5643,55,Female,USA,IT,Senior,8.1,High,Basic,Match,No,3,Yes,235,18,0,No,No,1,1,24815,2.94,0,N/A,2025-07-30
TCS05644,Employee_5644,33,Male,India,IT,Mid,6.6,High,None,Match,No,4,Yes,245,8,0,Yes,Yes,0,1,20835,4.33,0,N/A,2025-07-30
TCS05645,Employee_5645,36,Male,India,IT,Junior,8.6,Medium,Advanced,Match,No,0,Yes,233,19,2,Yes,Yes,0,2,22506,4.82,0,N/A,2025-07-30
TCS05646,Employee_5646,48,Other,India,IT,Manager,3.8,Medium,None,Match,No,3,Yes,240,11,0,No,Yes,0,1,35005,2.8,0,N/A,2025-07-30
TCS05647,Employee_5647,37,Male,USA,IT,Senior,6.3,Medium,Basic,Match,No,1,Yes,254,4,1,Yes,No,0,2,19792,4.22,0,N/A,2025-07-30
TCS05648,Employee_5648,26,Male,India,IT,Junior,4.9,Medium,Basic,Match,No,5,Yes,249,3,1,Yes,No,1,1,31519,4.51,0,N/A,2025-07-30
TCS05649,Employee_5649,52,Male,UK,Legal,Senior,4.4,High,Advanced,Mismatch,No,6,Yes,248,7,1,Yes,Yes,1,1,27706,4.82,0,N/A,2025-07-30
TCS05650,Employee_5650,58,Male,India,IT,Senior,5.9,Medium,None,Match,Yes,4,Yes,243,9,0,Yes,Yes,2,1,16438,3.53,0,N/A,2025-07-30
TCS05651,Employee_5651,56,Male,UK,IT,Mid,15.5,Low,None,Mismatch,No,5,Yes,250,5,0,Yes,No,1,3,25131,3.32,0,N/A,2025-07-30
TCS05652,Employee_5652,57,Female,India,Sales,Mid,3.6,Low,None,Match,Yes,3,No,252,5,1,Yes,Yes,2,2,19120,2.31,0,N/A,2025-07-30
TCS05653,Employee_5653,43,Male,India,Sales,Junior,4.6,Medium,None,Match,Yes,7,Yes,248,8,3,Yes,No,3,3,42748,2.26,0,N/A,2025-07-30
TCS05654,Employee_5654,49,Male,India,Sales,Mid,6.1,Medium,Basic,Match,No,0,No,247,9,1,Yes,Yes,1,1,29503,3.19,0,N/A,2025-07-30
TCS05655,Employee_5655,36,Male,India,IT,Mid,7.0,Medium,Basic,Match,Yes,6,Yes,256,2,2,Yes,Yes,0,1,27992,4.07,0,N/A,2025-07-30
TCS05656,Employee_5656,36,Male,India,IT,Junior,8.0,High,Advanced,Match,No,4,Yes,256,0,0,No,Yes,1,1,23700,3.63,0,N/A,2025-07-30
TCS05657,Employee_5657,46,Female,Canada,Consulting,Manager,4.0,Medium,None,Match,No,7,Yes,247,6,0,Yes,No,0,0,15029,2.29,0,N/A,2025-07-30
TCS05658,Employee_5658,56,Male,India,Sales,Junior,1.6,High,Basic,Match,Yes,6,Yes,257,0,1,Yes,Yes,1,0,20429,2.14,0,N/A,2025-07-30
TCS05659,Employee_5659,38,Male,India,Sales,Mid,5.6,High,None,Match,No,0,Yes,239,15,0,Yes,Yes,0,0,38688,3.89,0,N/A,2025-07-30
TCS05660,Employee_5660,31,Male,India,IT,Lead,8.7,High,None,Match,Yes,0,Yes,239,21,1,No,Yes,1,2,14021,2.41,0,N/A,2025-07-30
TCS05661,Employee_5661,51,Female,India,IT,Junior,8.7,Medium,None,Match,No,1,Yes,258,0,2,Yes,Yes,1,0,46893,4.29,0,N/A,2025-07-30
TCS05662,Employee_5662,51,Male,India,IT,Senior,0.5,High,None,Match,No,3,No,250,7,2,Yes,Yes,1,1,15347,4.2,0,N/A,2025-07-30
TCS05663,Employee_5663,57,Female,India,IT,Mid,4.0,Low,Basic,Match,No,0,No,253,3,2,No,Yes,1,2,34858,4.24,0,N/A,2025-07-30
TCS05664,Employee_5664,55,Female,UK,IT,Senior,5.5,Medium,None,Match,Yes,0,Yes,247,10,0,Yes,Yes,0,2,33460,4.32,0,N/A,2025-07-30
TCS05665,Employee_5665,53,Female,India,Consulting,Senior,8.2,Medium,Basic,Match,Yes,6,Yes,249,6,0,No,Yes,1,1,41294,3.03,0,N/A,2025-07-30
TCS05666,Employee_5666,31,Male,India,IT,Mid,8.2,Low,Basic,Mismatch,No,0,Yes,239,21,2,No,No,4,2,20201,3.65,0,N/A,2025-07-30
TCS05667,Employee_5667,28,Male,India,IT,Lead,3.5,Medium,Basic,Match,Yes,1,Yes,239,15,2,No,Yes,2,2,25785,4.92,0,N/A,2025-07-30
TCS05668,Employee_5668,48,Female,India,IT,Junior,10.0,Medium,None,Mismatch,No,6,Yes,255,5,1,Yes,Yes,0,2,10000,4.26,0,N/A,2025-07-30
TCS05669,Employee_5669,22,Male,India,HR,Junior,5.5,High,None,Match,Yes,2,Yes,245,7,1,Yes,Yes,2,0,32142,4.63,0,N/A,2025-07-30
TCS05670,Employee_5670,25,Female,India,IT,Senior,6.6,Medium,Basic,Mismatch,Yes,1,Yes,255,0,1,Yes,Yes,0,1,26914,4.4,0,N/A,2025-07-30
TCS05671,Employee_5671,25,Male,Germany,IT,Mid,7.7,Medium,Advanced,Match,No,0,No,249,10,3,No,Yes,0,2,13870,2.47,0,N/A,2025-07-30
TCS05672,Employee_5672,30,Female,USA,IT,Lead,5.2,Medium,Basic,Mismatch,No,1,Yes,243,16,1,Yes,Yes,0,1,17855,2.35,0,N/A,2025-07-30
TCS05673,Employee_5673,36,Male,USA,Finance,Mid,9.5,High,None,Match,No,5,Yes,254,1,0,No,Yes,0,1,21430,3.71,0,N/A,2025-07-30
TCS05674,Employee_5674,31,Female,India,IT,Mid,4.6,Medium,None,Match,No,0,No,252,0,2,No,Yes,0,1,35961,4.05,0,N/A,2025-07-30
TCS05675,Employee_5675,29,Female,India,Consulting,Mid,7.3,High,None,Match,No,1,No,239,20,0,Yes,No,0,2,14959,2.42,0,N/A,2025-07-30
TCS05676,Employee_5676,46,Male,India,IT,Junior,6.1,Medium,Basic,Match,No,4,Yes,245,12,1,Yes,Yes,5,1,28093,3.52,0,N/A,2025-07-30
TCS05677,Employee_5677,36,Male,India,IT,Junior,5.2,Medium,Basic,Match,No,3,Yes,243,11,1,No,Yes,3,2,27402,2.97,0,N/A,2025-07-30
TCS05678,Employee_5678,25,Female,India,IT,Junior,2.9,Medium,Basic,Match,No,7,Yes,247,11,0,Yes,Yes,2,1,30617,3.26,0,N/A,2025-07-30
TCS05679,Employee_5679,34,Male,UK,IT,Mid,12.2,Low,None,Match,Yes,6,Yes,256,0,2,Yes,No,1,1,42941,3.3,0,N/A,2025-07-30
TCS05680,Employee_5680,41,Female,India,Finance,Mid,4.2,Low,Basic,Match,Yes,7,Yes,244,7,2,Yes,Yes,2,0,23084,4.36,0,N/A,2025-07-30
TCS05681,Employee_5681,22,Female,India,IT,Mid,1.2,Medium,Basic,Match,No,5,Yes,228,27,1,No,Yes,1,1,33963,4.71,0,N/A,2025-07-30
